No,ErrorCode,Name,Action,Image,Name_En,Action_En,Name_Ch,Action_Ch,Name_Kr,Action_Kr
321,310300,EQ_STAG1_DRESS_Z_POSITION_NEGATIVE_LIMIT,,,,,,,,
322,310301,EQ_STAG1_DRESS_Z_POSITION_POSITIVE_LIMIT,,,,,,,,
323,310302,EQ_STAG1_DRESS_Z_SET_SERVO,,,,,,,,
324,310303,EQ_STAG1_DRESS_Z_SET_CLEAR_ALARM,,,,,,,,
325,310304,EQ_STAG1_DRESS_Z_SET_HOME_DONE,,,,,,,,
326,310305,EQ_STAG1_DRESS_Z_MOVE_POS_ERROR,,,,,,,,
327,310306,EQ_STAG1_DRESS_Z_MOVE_STEP_ERROR,,,,,,,,
328,310307,EQ_STAG1_DRESS_Z_MOVE_JOG_ERROR,,,,,,,,
329,310308,EQ_STAG1_DRESS_Z_MOVE_HOME_ERROR,,,,,,,,
330,310309,EQ_STAG1_DRESS_Z_CANCEL_HOMING_ERROR,,,,,,,,
331,310310,EQ_STAG1_DRESS_Z_PAUSE_ERROR,,,,,,,,
332,310311,EQ_STAG1_DRESS_Z_RESUME_ERROR,,,,,,,,
333,310312,EQ_STAG1_DRESS_Z_STOP_ERROR,,,,,,,,
334,310313,EQ_STAG1_DRESS_Z_ESTOP_ERROR,,,,,,,,
335,310314,EQ_STAG1_DRESS_Z_WRITE_HOME_PARA,,,,,,,,
336,310315,EQ_STAG1_DRESS_Z_MEASURE_LIMIT_ERROR,,,,,,,,
337,310316,EQ_STAG1_DRESS_Z_ERROR_END,,,,,,,,
338,310317,EQ_STAG1_TABLE_R_ERROR,,,,,,,,
339,310318,EQ_STAG1_TABLE_R_NOT_HOME_DONE,,,,,,,,
340,310319,EQ_STAG1_TABLE_R_HOME_TIMEOUT,,,,,,,,
341,310320,EQ_STAG1_TABLE_R_NOT_DETECT,,,,,,,,
342,310321,EQ_STAG1_TABLE_R_POT_DETECT,,,,,,,,
343,310322,EQ_STAG1_TABLE_R_SERVO_IS_OFF,,,,,,,,
344,310323,EQ_STAG1_TABLE_R_SERVO_ON_TIMEOUT,,,,,,,,
345,310324,EQ_STAG1_TABLE_R_BUSY,,,,,,,,
346,310325,EQ_STAG1_TABLE_R_ALARM_ON,,,,,,,,
347,310326,EQ_STAG1_TABLE_R_MOVE_TIMEOUT,,,,,,,,
348,310327,EQ_STAG1_TABLE_R_POSITION_GAP,,,,,,,,
349,310328,EQ_STAG1_TABLE_R_POSITION_NEGATIVE_LIMIT,,,,,,,,
350,310329,EQ_STAG1_TABLE_R_POSITION_POSITIVE_LIMIT,,,,,,,,
351,310330,EQ_STAG1_TABLE_R_SET_SERVO,,,,,,,,
352,310331,EQ_STAG1_TABLE_R_SET_CLEAR_ALARM,,,,,,,,
353,310332,EQ_STAG1_TABLE_R_SET_HOME_DONE,,,,,,,,
354,310333,EQ_STAG1_TABLE_R_MOVE_POS_ERROR,,,,,,,,
355,310334,EQ_STAG1_TABLE_R_MOVE_STEP_ERROR,,,,,,,,
356,310335,EQ_STAG1_TABLE_R_MOVE_JOG_ERROR,,,,,,,,
357,310336,EQ_STAG1_TABLE_R_MOVE_HOME_ERROR,,,,,,,,
358,310337,EQ_STAG1_TABLE_R_CANCEL_HOMING_ERROR,,,,,,,,
359,310338,EQ_STAG1_TABLE_R_PAUSE_ERROR,,,,,,,,
360,310339,EQ_STAG1_TABLE_R_RESUME_ERROR,,,,,,,,
361,310340,EQ_STAG1_TABLE_R_STOP_ERROR,,,,,,,,
362,310341,EQ_STAG1_TABLE_R_ESTOP_ERROR,,,,,,,,
363,310342,EQ_STAG1_TABLE_R_WRITE_HOME_PARA,,,,,,,,
364,310343,EQ_STAG1_TABLE_R_ERROR_END,,,,,,,,
365,310344,EQ_STAG1_TABLE_Y_ERROR,,,,,,,,
366,310345,EQ_STAG1_TABLE_Y_NOT_HOME_DONE,,,,,,,,
367,310346,EQ_STAG1_TABLE_Y_HOME_TIMEOUT,,,,,,,,
368,310347,EQ_STAG1_TABLE_Y_NOT_DETECT,,,,,,,,
369,310348,EQ_STAG1_TABLE_Y_POT_DETECT,,,,,,,,
370,310349,EQ_STAG1_TABLE_Y_SERVO_IS_OFF,,,,,,,,
371,310350,EQ_STAG1_TABLE_Y_SERVO_ON_TIMEOUT,,,,,,,,
372,310351,EQ_STAG1_TABLE_Y_BUSY,,,,,,,,
373,310352,EQ_STAG1_TABLE_Y_ALARM_ON,,,,,,,,
374,310353,EQ_STAG1_TABLE_Y_MOVE_TIMEOUT,,,,,,,,
375,310354,EQ_STAG1_TABLE_Y_POSITION_GAP,,,,,,,,
376,310355,EQ_STAG1_TABLE_Y_POSITION_NEGATIVE_LIMIT,,,,,,,,
377,310356,EQ_STAG1_TABLE_Y_POSITION_POSITIVE_LIMIT,,,,,,,,
378,310357,EQ_STAG1_TABLE_Y_SET_SERVO,,,,,,,,
379,310358,EQ_STAG1_TABLE_Y_SET_CLEAR_ALARM,,,,,,,,
380,310359,EQ_STAG1_TABLE_Y_SET_HOME_DONE,,,,,,,,
381,310360,EQ_STAG1_TABLE_Y_MOVE_POS_ERROR,,,,,,,,
382,310361,EQ_STAG1_TABLE_Y_MOVE_STEP_ERROR,,,,,,,,
383,310362,EQ_STAG1_TABLE_Y_MOVE_JOG_ERROR,,,,,,,,
384,310363,EQ_STAG1_TABLE_Y_MOVE_HOME_ERROR,,,,,,,,
385,310364,EQ_STAG1_TABLE_Y_CANCEL_HOMING_ERROR,,,,,,,,
386,310365,EQ_STAG1_TABLE_Y_PAUSE_ERROR,,,,,,,,
387,310366,EQ_STAG1_TABLE_Y_RESUME_ERROR,,,,,,,,
388,310367,EQ_STAG1_TABLE_Y_STOP_ERROR,,,,,,,,
389,310368,EQ_STAG1_TABLE_Y_ESTOP_ERROR,,,,,,,,
390,310369,EQ_STAG1_TABLE_Y_WRITE_HOME_PARA,,,,,,,,
391,310370,EQ_STAG1_TABLE_Y_ERROR_END,,,,,,,,
392,310371,EQ_STAG1_DRESS_R_ERROR,,,,,,,,
393,310372,EQ_STAG1_DRESS_R_NOT_HOME_DONE,,,,,,,,
394,310373,EQ_STAG1_DRESS_R_HOME_TIMEOUT,,,,,,,,
395,310374,EQ_STAG1_DRESS_R_NOT_DETECT,,,,,,,,
396,310375,EQ_STAG1_DRESS_R_POT_DETECT,,,,,,,,
397,310376,EQ_STAG1_DRESS_R_SERVO_IS_OFF,,,,,,,,
398,310377,EQ_STAG1_DRESS_R_SERVO_ON_TIMEOUT,,,,,,,,
399,310378,EQ_STAG1_DRESS_R_BUSY,,,,,,,,
400,310379,EQ_STAG1_DRESS_R_ALARM_ON,,,,,,,,
401,310380,EQ_STAG1_DRESS_R_MOVE_TIMEOUT,,,,,,,,
402,310381,EQ_STAG1_DRESS_R_POSITION_GAP,,,,,,,,
403,310382,EQ_STAG1_DRESS_R_POSITION_NEGATIVE_LIMIT,,,,,,,,
404,310383,EQ_STAG1_DRESS_R_POSITION_POSITIVE_LIMIT,,,,,,,,
405,310384,EQ_STAG1_DRESS_R_SET_SERVO,,,,,,,,
406,310385,EQ_STAG1_DRESS_R_SET_CLEAR_ALARM,,,,,,,,
407,310386,EQ_STAG1_DRESS_R_SET_HOME_DONE,,,,,,,,
408,310387,EQ_STAG1_DRESS_R_MOVE_POS_ERROR,,,,,,,,
409,310388,EQ_STAG1_DRESS_R_MOVE_STEP_ERROR,,,,,,,,
410,310389,EQ_STAG1_DRESS_R_MOVE_JOG_ERROR,,,,,,,,
411,310390,EQ_STAG1_DRESS_R_MOVE_HOME_ERROR,,,,,,,,
412,310391,EQ_STAG1_DRESS_R_CANCEL_HOMING_ERROR,,,,,,,,
413,310392,EQ_STAG1_DRESS_R_PAUSE_ERROR,,,,,,,,
414,310393,EQ_STAG1_DRESS_R_RESUME_ERROR,,,,,,,,
415,310394,EQ_STAG1_DRESS_R_STOP_ERROR,,,,,,,,
416,310395,EQ_STAG1_DRESS_R_ESTOP_ERROR,,,,,,,,
417,310396,EQ_STAG1_DRESS_R_WRITE_HOME_PARA,,,,,,,,
418,310397,EQ_STAG1_DRESS_R_ERROR_END,,,,,,,,
419,310398,EQ_STAG2_SPINDLE_Z_ERROR,,,,,,,,
420,310399,EQ_STAG2_SPINDLE_Z_NOT_HOME_DONE,,,,,,,,
421,310400,EQ_STAG2_SPINDLE_Z_HOME_TIMEOUT,,,,,,,,
422,310401,EQ_STAG2_SPINDLE_Z_NOT_DETECT,,,,,,,,
423,310402,EQ_STAG2_SPINDLE_Z_POT_DETECT,,,,,,,,
424,310403,EQ_STAG2_SPINDLE_Z_SERVO_IS_OFF,,,,,,,,
425,310404,EQ_STAG2_SPINDLE_Z_SERVO_ON_TIMEOUT,,,,,,,,
426,310405,EQ_STAG2_SPINDLE_Z_BUSY,,,,,,,,
427,310406,EQ_STAG2_SPINDLE_Z_ALARM_ON,,,,,,,,
428,310407,EQ_STAG2_SPINDLE_Z_MOVE_TIMEOUT,,,,,,,,
429,310408,EQ_STAG2_SPINDLE_Z_POSITION_GAP,,,,,,,,
430,310409,EQ_STAG2_SPINDLE_Z_POSITION_NEGATIVE_LIMIT,,,,,,,,
431,310410,EQ_STAG2_SPINDLE_Z_POSITION_POSITIVE_LIMIT,,,,,,,,
432,310411,EQ_STAG2_SPINDLE_Z_SET_SERVO,,,,,,,,
433,310412,EQ_STAG2_SPINDLE_Z_SET_CLEAR_ALARM,,,,,,,,
434,310413,EQ_STAG2_SPINDLE_Z_SET_HOME_DONE,,,,,,,,
435,310414,EQ_STAG2_SPINDLE_Z_MOVE_POS_ERROR,,,,,,,,
436,310415,EQ_STAG2_SPINDLE_Z_MOVE_STEP_ERROR,,,,,,,,
437,310416,EQ_STAG2_SPINDLE_Z_MOVE_JOG_ERROR,,,,,,,,
438,310417,EQ_STAG2_SPINDLE_Z_MOVE_HOME_ERROR,,,,,,,,
439,310418,EQ_STAG2_SPINDLE_Z_CANCEL_HOMING_ERROR,,,,,,,,
440,310419,EQ_STAG2_SPINDLE_Z_PAUSE_ERROR,,,,,,,,
441,310420,EQ_STAG2_SPINDLE_Z_RESUME_ERROR,,,,,,,,
442,310421,EQ_STAG2_SPINDLE_Z_STOP_ERROR,,,,,,,,
443,310422,EQ_STAG2_SPINDLE_Z_ESTOP_ERROR,,,,,,,,
444,310423,EQ_STAG2_SPINDLE_Z_WRITE_HOME_PARA,,,,,,,,
445,310424,EQ_STAG2_SPINDLE_Z_MEASURE_LIMIT_ERROR,,,,,,,,
446,310425,EQ_STAG2_SPINDLE_Z_ERROR_END,,,,,,,,
447,310426,EQ_STAG2_DRESS_Z_ERROR,,,,,,,,
448,310427,EQ_STAG2_DRESS_Z_NOT_HOME_DONE,,,,,,,,
449,310428,EQ_STAG2_DRESS_Z_HOME_TIMEOUT,,,,,,,,
450,310429,EQ_STAG2_DRESS_Z_NOT_DETECT,,,,,,,,
451,310430,EQ_STAG2_DRESS_Z_POT_DETECT,,,,,,,,
452,310431,EQ_STAG2_DRESS_Z_SERVO_IS_OFF,,,,,,,,
453,310432,EQ_STAG2_DRESS_Z_SERVO_ON_TIMEOUT,,,,,,,,
454,310433,EQ_STAG2_DRESS_Z_BUSY,,,,,,,,
455,310434,EQ_STAG2_DRESS_Z_ALARM_ON,,,,,,,,
456,310435,EQ_STAG2_DRESS_Z_MOVE_TIMEOUT,,,,,,,,
457,310436,EQ_STAG2_DRESS_Z_POSITION_GAP,,,,,,,,
458,310437,EQ_STAG2_DRESS_Z_POSITION_NEGATIVE_LIMIT,,,,,,,,
459,310438,EQ_STAG2_DRESS_Z_POSITION_POSITIVE_LIMIT,,,,,,,,
460,310439,EQ_STAG2_DRESS_Z_SET_SERVO,,,,,,,,
461,310440,EQ_STAG2_DRESS_Z_SET_CLEAR_ALARM,,,,,,,,
462,310441,EQ_STAG2_DRESS_Z_SET_HOME_DONE,,,,,,,,
463,310442,EQ_STAG2_DRESS_Z_MOVE_POS_ERROR,,,,,,,,
464,310443,EQ_STAG2_DRESS_Z_MOVE_STEP_ERROR,,,,,,,,
465,310444,EQ_STAG2_DRESS_Z_MOVE_JOG_ERROR,,,,,,,,
466,310445,EQ_STAG2_DRESS_Z_MOVE_HOME_ERROR,,,,,,,,
467,310446,EQ_STAG2_DRESS_Z_CANCEL_HOMING_ERROR,,,,,,,,
468,310447,EQ_STAG2_DRESS_Z_PAUSE_ERROR,,,,,,,,
469,310448,EQ_STAG2_DRESS_Z_RESUME_ERROR,,,,,,,,
470,310449,EQ_STAG2_DRESS_Z_STOP_ERROR,,,,,,,,
471,310450,EQ_STAG2_DRESS_Z_ESTOP_ERROR,,,,,,,,
472,310451,EQ_STAG2_DRESS_Z_WRITE_HOME_PARA,,,,,,,,
473,310452,EQ_STAG2_DRESS_Z_MEASURE_LIMIT_ERROR,,,,,,,,
474,310453,EQ_STAG2_DRESS_Z_ERROR_END,,,,,,,,
475,310454,EQ_STAG2_TABLE_R_ERROR,,,,,,,,
476,310455,EQ_STAG2_TABLE_R_NOT_HOME_DONE,,,,,,,,
477,310456,EQ_STAG2_TABLE_R_HOME_TIMEOUT,,,,,,,,
478,310457,EQ_STAG2_TABLE_R_NOT_DETECT,,,,,,,,
479,310458,EQ_STAG2_TABLE_R_POT_DETECT,,,,,,,,
480,310459,EQ_STAG2_TABLE_R_SERVO_IS_OFF,,,,,,,,
481,310460,EQ_STAG2_TABLE_R_SERVO_ON_TIMEOUT,,,,,,,,
482,310461,EQ_STAG2_TABLE_R_BUSY,,,,,,,,
483,310462,EQ_STAG2_TABLE_R_ALARM_ON,,,,,,,,
484,310463,EQ_STAG2_TABLE_R_MOVE_TIMEOUT,,,,,,,,
485,310464,EQ_STAG2_TABLE_R_POSITION_GAP,,,,,,,,
486,310465,EQ_STAG2_TABLE_R_POSITION_NEGATIVE_LIMIT,,,,,,,,
487,310466,EQ_STAG2_TABLE_R_POSITION_POSITIVE_LIMIT,,,,,,,,
488,310467,EQ_STAG2_TABLE_R_SET_SERVO,,,,,,,,
489,310468,EQ_STAG2_TABLE_R_SET_CLEAR_ALARM,,,,,,,,
490,310469,EQ_STAG2_TABLE_R_SET_HOME_DONE,,,,,,,,
491,310470,EQ_STAG2_TABLE_R_MOVE_POS_ERROR,,,,,,,,
492,310471,EQ_STAG2_TABLE_R_MOVE_STEP_ERROR,,,,,,,,
493,310472,EQ_STAG2_TABLE_R_MOVE_JOG_ERROR,,,,,,,,
494,310473,EQ_STAG2_TABLE_R_MOVE_HOME_ERROR,,,,,,,,
495,310474,EQ_STAG2_TABLE_R_CANCEL_HOMING_ERROR,,,,,,,,
496,310475,EQ_STAG2_TABLE_R_PAUSE_ERROR,,,,,,,,
497,310476,EQ_STAG2_TABLE_R_RESUME_ERROR,,,,,,,,
498,310477,EQ_STAG2_TABLE_R_STOP_ERROR,,,,,,,,
499,310478,EQ_STAG2_TABLE_R_ESTOP_ERROR,,,,,,,,
500,310479,EQ_STAG2_TABLE_R_WRITE_HOME_PARA,,,,,,,,
501,310480,EQ_STAG2_TABLE_R_ERROR_END,,,,,,,,
502,310481,EQ_STAG2_TABLE_Y_ERROR,,,,,,,,
503,310482,EQ_STAG2_TABLE_Y_NOT_HOME_DONE,,,,,,,,
504,310483,EQ_STAG2_TABLE_Y_HOME_TIMEOUT,,,,,,,,
505,310484,EQ_STAG2_TABLE_Y_NOT_DETECT,,,,,,,,
506,310485,EQ_STAG2_TABLE_Y_POT_DETECT,,,,,,,,
507,310486,EQ_STAG2_TABLE_Y_SERVO_IS_OFF,,,,,,,,
508,310487,EQ_STAG2_TABLE_Y_SERVO_ON_TIMEOUT,,,,,,,,
509,310488,EQ_STAG2_TABLE_Y_BUSY,,,,,,,,
510,310489,EQ_STAG2_TABLE_Y_ALARM_ON,,,,,,,,
511,310490,EQ_STAG2_TABLE_Y_MOVE_TIMEOUT,,,,,,,,
512,310491,EQ_STAG2_TABLE_Y_POSITION_GAP,,,,,,,,
513,310492,EQ_STAG2_TABLE_Y_POSITION_NEGATIVE_LIMIT,,,,,,,,
514,310493,EQ_STAG2_TABLE_Y_POSITION_POSITIVE_LIMIT,,,,,,,,
515,310494,EQ_STAG2_TABLE_Y_SET_SERVO,,,,,,,,
516,310495,EQ_STAG2_TABLE_Y_SET_CLEAR_ALARM,,,,,,,,
517,310496,EQ_STAG2_TABLE_Y_SET_HOME_DONE,,,,,,,,
518,310497,EQ_STAG2_TABLE_Y_MOVE_POS_ERROR,,,,,,,,
519,310498,EQ_STAG2_TABLE_Y_MOVE_STEP_ERROR,,,,,,,,
520,310499,EQ_STAG2_TABLE_Y_MOVE_JOG_ERROR,,,,,,,,
521,310500,EQ_STAG2_TABLE_Y_MOVE_HOME_ERROR,,,,,,,,
522,310501,EQ_STAG2_TABLE_Y_CANCEL_HOMING_ERROR,,,,,,,,
523,310502,EQ_STAG2_TABLE_Y_PAUSE_ERROR,,,,,,,,
524,310503,EQ_STAG2_TABLE_Y_RESUME_ERROR,,,,,,,,
525,310504,EQ_STAG2_TABLE_Y_STOP_ERROR,,,,,,,,
526,310505,EQ_STAG2_TABLE_Y_ESTOP_ERROR,,,,,,,,
527,310506,EQ_STAG2_TABLE_Y_WRITE_HOME_PARA,,,,,,,,
528,310507,EQ_STAG2_TABLE_Y_ERROR_END,,,,,,,,
529,310508,EQ_STAG2_DRESS_R_ERROR,,,,,,,,
530,310509,EQ_STAG2_DRESS_R_NOT_HOME_DONE,,,,,,,,
531,310510,EQ_STAG2_DRESS_R_HOME_TIMEOUT,,,,,,,,
532,310511,EQ_STAG2_DRESS_R_NOT_DETECT,,,,,,,,
533,310512,EQ_STAG2_DRESS_R_POT_DETECT,,,,,,,,
534,310513,EQ_STAG2_DRESS_R_SERVO_IS_OFF,,,,,,,,
535,310514,EQ_STAG2_DRESS_R_SERVO_ON_TIMEOUT,,,,,,,,
536,310515,EQ_STAG2_DRESS_R_BUSY,,,,,,,,
537,310516,EQ_STAG2_DRESS_R_ALARM_ON,,,,,,,,
538,310517,EQ_STAG2_DRESS_R_MOVE_TIMEOUT,,,,,,,,
539,310518,EQ_STAG2_DRESS_R_POSITION_GAP,,,,,,,,
540,310519,EQ_STAG2_DRESS_R_POSITION_NEGATIVE_LIMIT,,,,,,,,
541,310520,EQ_STAG2_DRESS_R_POSITION_POSITIVE_LIMIT,,,,,,,,
542,310521,EQ_STAG2_DRESS_R_SET_SERVO,,,,,,,,
543,310522,EQ_STAG2_DRESS_R_SET_CLEAR_ALARM,,,,,,,,
544,310523,EQ_STAG2_DRESS_R_SET_HOME_DONE,,,,,,,,
545,310524,EQ_STAG2_DRESS_R_MOVE_POS_ERROR,,,,,,,,
546,310525,EQ_STAG2_DRESS_R_MOVE_STEP_ERROR,,,,,,,,
547,310526,EQ_STAG2_DRESS_R_MOVE_JOG_ERROR,,,,,,,,
548,310527,EQ_STAG2_DRESS_R_MOVE_HOME_ERROR,,,,,,,,
549,310528,EQ_STAG2_DRESS_R_CANCEL_HOMING_ERROR,,,,,,,,
550,310529,EQ_STAG2_DRESS_R_PAUSE_ERROR,,,,,,,,
551,310530,EQ_STAG2_DRESS_R_RESUME_ERROR,,,,,,,,
552,310531,EQ_STAG2_DRESS_R_STOP_ERROR,,,,,,,,
553,310532,EQ_STAG2_DRESS_R_ESTOP_ERROR,,,,,,,,
554,310533,EQ_STAG2_DRESS_R_WRITE_HOME_PARA,,,,,,,,
555,310534,EQ_STAG2_DRESS_R_ERROR_END,,,,,,,,
556,310535,EQ_LPnP_Y_ERROR,,,,,,,,
557,310536,EQ_LPnP_Y_NOT_HOME_DONE,,,,,,,,
558,310537,EQ_LPnP_Y_HOME_TIMEOUT,,,,,,,,
559,310538,EQ_LPnP_Y_NOT_DETECT,,,,,,,,
560,310539,EQ_LPnP_Y_POT_DETECT,,,,,,,,
561,310540,EQ_LPnP_Y_SERVO_IS_OFF,,,,,,,,
562,310541,EQ_LPnP_Y_SERVO_ON_TIMEOUT,,,,,,,,
563,310542,EQ_LPnP_Y_BUSY,,,,,,,,
564,310543,EQ_LPnP_Y_ALARM_ON,,,,,,,,
565,310544,EQ_LPnP_Y_MOVE_TIMEOUT,,,,,,,,
566,310545,EQ_LPnP_Y_POSITION_GAP,,,,,,,,
567,310546,EQ_LPnP_Y_POSITION_NEGATIVE_LIMIT,,,,,,,,
568,310547,EQ_LPnP_Y_POSITION_POSITIVE_LIMIT,,,,,,,,
569,310548,EQ_LPnP_Y_SET_SERVO,,,,,,,,
570,310549,EQ_LPnP_Y_SET_CLEAR_ALARM,,,,,,,,
571,310550,EQ_LPnP_Y_SET_HOME_DONE,,,,,,,,
572,310551,EQ_LPnP_Y_MOVE_POS_ERROR,,,,,,,,
573,310552,EQ_LPnP_Y_MOVE_STEP_ERROR,,,,,,,,
574,310553,EQ_LPnP_Y_MOVE_JOG_ERROR,,,,,,,,
575,310554,EQ_LPnP_Y_MOVE_HOME_ERROR,,,,,,,,
576,310555,EQ_LPnP_Y_CANCEL_HOMING_ERROR,,,,,,,,
577,310556,EQ_LPnP_Y_PAUSE_ERROR,,,,,,,,
578,310557,EQ_LPnP_Y_RESUME_ERROR,,,,,,,,
579,310558,EQ_LPnP_Y_STOP_ERROR,,,,,,,,
580,310559,EQ_LPnP_Y_ESTOP_ERROR,,,,,,,,
581,310560,EQ_LPnP_Y_WRITE_HOME_PARA,,,,,,,,
582,310561,EQ_LPnP_Y_ERROR_END,,,,,,,,
583,310562,EQ_LPnP_R_ERROR,,,,,,,,
584,310563,EQ_LPnP_R_NOT_HOME_DONE,,,,,,,,
585,310564,EQ_LPnP_R_HOME_TIMEOUT,,,,,,,,
586,310565,EQ_LPnP_R_NOT_DETECT,,,,,,,,
587,310566,EQ_LPnP_R_POT_DETECT,,,,,,,,
588,310567,EQ_LPnP_R_SERVO_IS_OFF,,,,,,,,
589,310568,EQ_LPnP_R_SERVO_ON_TIMEOUT,,,,,,,,
590,310569,EQ_LPnP_R_BUSY,,,,,,,,
591,310570,EQ_LPnP_R_ALARM_ON,,,,,,,,
592,310571,EQ_LPnP_R_MOVE_TIMEOUT,,,,,,,,
593,310572,EQ_LPnP_R_POSITION_GAP,,,,,,,,
594,310573,EQ_LPnP_R_POSITION_NEGATIVE_LIMIT,,,,,,,,
595,310574,EQ_LPnP_R_POSITION_POSITIVE_LIMIT,,,,,,,,
596,310575,EQ_LPnP_R_SET_SERVO,,,,,,,,
597,310576,EQ_LPnP_R_SET_CLEAR_ALARM,,,,,,,,
598,310577,EQ_LPnP_R_SET_HOME_DONE,,,,,,,,
599,310578,EQ_LPnP_R_MOVE_POS_ERROR,,,,,,,,
600,310579,EQ_LPnP_R_MOVE_STEP_ERROR,,,,,,,,
601,310580,EQ_LPnP_R_MOVE_JOG_ERROR,,,,,,,,
602,310581,EQ_LPnP_R_MOVE_HOME_ERROR,,,,,,,,
603,310582,EQ_LPnP_R_CANCEL_HOMING_ERROR,,,,,,,,
604,310583,EQ_LPnP_R_PAUSE_ERROR,,,,,,,,
605,310584,EQ_LPnP_R_RESUME_ERROR,,,,,,,,
606,310585,EQ_LPnP_R_STOP_ERROR,,,,,,,,
607,310586,EQ_LPnP_R_ESTOP_ERROR,,,,,,,,
608,310587,EQ_LPnP_R_WRITE_HOME_PARA,,,,,,,,
609,310588,EQ_LPnP_R_ERROR_END,,,,,,,,
610,310589,EQ_UPnP_Z_ERROR,,,,,,,,
611,310590,EQ_UPnP_Z_NOT_HOME_DONE,,,,,,,,
612,310591,EQ_UPnP_Z_HOME_TIMEOUT,,,,,,,,
613,310592,EQ_UPnP_Z_NOT_DETECT,,,,,,,,
614,310593,EQ_UPnP_Z_POT_DETECT,,,,,,,,
615,310594,EQ_UPnP_Z_SERVO_IS_OFF,,,,,,,,
616,310595,EQ_UPnP_Z_SERVO_ON_TIMEOUT,,,,,,,,
617,310596,EQ_UPnP_Z_BUSY,,,,,,,,
618,310597,EQ_UPnP_Z_ALARM_ON,,,,,,,,
619,310598,EQ_UPnP_Z_MOVE_TIMEOUT,,,,,,,,
620,310599,EQ_UPnP_Z_POSITION_GAP,,,,,,,,
621,310600,EQ_UPnP_Z_POSITION_NEGATIVE_LIMIT,,,,,,,,
622,310601,EQ_UPnP_Z_POSITION_POSITIVE_LIMIT,,,,,,,,
623,310602,EQ_UPnP_Z_SET_SERVO,,,,,,,,
624,310603,EQ_UPnP_Z_SET_CLEAR_ALARM,,,,,,,,
625,310604,EQ_UPnP_Z_SET_HOME_DONE,,,,,,,,
626,310605,EQ_UPnP_Z_MOVE_POS_ERROR,,,,,,,,
627,310606,EQ_UPnP_Z_MOVE_STEP_ERROR,,,,,,,,
628,310607,EQ_UPnP_Z_MOVE_JOG_ERROR,,,,,,,,
629,310608,EQ_UPnP_Z_MOVE_HOME_ERROR,,,,,,,,
630,310609,EQ_UPnP_Z_CANCEL_HOMING_ERROR,,,,,,,,
631,310610,EQ_UPnP_Z_PAUSE_ERROR,,,,,,,,
632,310611,EQ_UPnP_Z_RESUME_ERROR,,,,,,,,
633,310612,EQ_UPnP_Z_STOP_ERROR,,,,,,,,
634,310613,EQ_UPnP_Z_ESTOP_ERROR,,,,,,,,
635,310614,EQ_UPnP_Z_WRITE_HOME_PARA,,,,,,,,
636,310615,EQ_UPnP_Z_ERROR_END,,,,,,,,
637,310616,EQ_IO_ERROR,,,,,,,,
638,310617,EQ_SPINDLE_ERROR,,,,,,,,
639,310618,EQ_SPINDLE1_ERROR_BEGIN,,,,,,,,
640,310619,EQ_SPINDLE1_INVALID_SET_VALUE,,,,,,,,
641,310620,EQ_SPINDLE1_STOP_TIMEOUT_ERROR,,,,,,,,
642,310621,EQ_SPINDLE1_STOP_ERROR,,,,,,,,
643,310622,EQ_SPINDLE1_RUN_ERROR,,,,,,,,
644,310623,EQ_SPINDLE1_RPM_ERROR,,,,,,,,
645,310624,EQ_SPINDLE1_SERVO_ON_TIMEOUT_ERROR,,,,,,,,
646,310625,EQ_SPINDLE1_SERVO_IS_OFF,,,,,,,,
647,310626,EQ_SPINDLE1_ERROR_END,,,,,,,,
648,310627,EQ_DRESS1_ERROR_BEGIN,,,,,,,,
649,310628,EQ_DRESS1_INVALID_SET_VALUE,,,,,,,,
650,310629,EQ_DRESS1_STOP_TIMEOUT_ERROR,,,,,,,,
651,310630,EQ_DRESS1_STOP_ERROR,,,,,,,,
652,310631,EQ_DRESS1_RUN_ERROR,,,,,,,,
653,310632,EQ_DRESS1_RPM_ERROR,,,,,,,,
654,310633,EQ_DRESS1_SERVO_ON_TIMEOUT_ERROR,,,,,,,,
655,310634,EQ_DRESS1_SERVO_IS_OFF,,,,,,,,
656,310635,EQ_DRESS1_ERROR_END,,,,,,,,
657,310636,EQ_SPINDLE2_ERROR_BEGIN,,,,,,,,
658,310637,EQ_SPINDLE2_INVALID_SET_VALUE,,,,,,,,
659,310638,EQ_SPINDLE2_STOP_TIMEOUT_ERROR,,,,,,,,
660,310639,EQ_SPINDLE2_STOP_ERROR,,,,,,,,
661,310640,EQ_SPINDLE2_RUN_ERROR,,,,,,,,
662,310641,EQ_SPINDLE2_RPM_ERROR,,,,,,,,
663,310642,EQ_SPINDLE2_SERVO_ON_TIMEOUT_ERROR,,,,,,,,
664,310643,EQ_SPINDLE2_SERVO_IS_OFF,,,,,,,,
665,310644,EQ_SPINDLE2_ERROR_END,,,,,,,,
666,310645,EQ_DRESS2_ERROR_BEGIN,,,,,,,,
667,310646,EQ_DRESS2_INVALID_SET_VALUE,,,,,,,,
668,310647,EQ_DRESS2_STOP_TIMEOUT_ERROR,,,,,,,,
669,310648,EQ_DRESS2_STOP_ERROR,,,,,,,,
670,310649,EQ_DRESS2_RUN_ERROR,,,,,,,,
671,310650,EQ_DRESS2_RPM_ERROR,,,,,,,,
